Banner Fund,Banner Fund Description,Worktag Type,MyDay ID,MyDay Description,"Related Fund
(expense)","Related Fund Description
(expense)","Related Fund
(revenue)","Related Fund Description
(revenue)","Related
Cost Center","Related
Cost Center Description",Related Program Code,Related Program Code Description
25267,NSSR Fund for Scholarships,Gift,GF25267,NSSR Fund for Scholarships,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,null, 
25275,Tremaine Foundation Grant,Gift,GF25275,Tremaine Foundation Grant,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10407,Fine Arts PS MFA,PG3008,Instruction
25278,Hirshon Suite Decor,Gift,GF25278,Hirshon Suite Decor,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC84609,Facilities Management - 55 West 13th Street,null, 
25280,Milano Faculty Technology Fund,Gift,GF25280,Milano Faculty Technology Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40001,Dean's Office - Milano,PG3700,Academic Support
25281,Milano Scholarship Fund,Gift,GF25281,Milano Scholarship Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40001,Dean's Office - Milano,null, 
25299,Milano La Guardia Event Scholarships,Gift,GF25299,Milano La Guardia Event Scholarships,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40400,Milano Campus Revenue,null, 
25300,Parsons Fashion Show Scholarships,Gift,GF25300,Parsons Fashion Show Scholarships,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10062,Parsons Fashion Benefit PS,null, 
25304,Signature Building Fund Restricted,Gift,GF25304,Signature Building Fund Restricted,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25312,ASDS Special Performances,Gift,GF25312,ASDS Special Performances,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC50180,Productions - Drama,PG3700,Academic Support
25314,India China Inst Starr Foundation,Gift,GF25314,India China Inst Starr Foundation,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,PG3850,Sponsored Research & Programs
25315,General Scholarship Fund NSGS,Gift,GF25315,General Scholarship Fund NSGS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25323,Special Gift Fund CA,Gift,GF25323,Special Gift Fund CA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,PG6005,Institutional Support
25324,Peterson Schwarz Research Cntr NSSR,Gift,GF25324,Peterson Schwarz Research Cntr NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20500,Center for Economic Policy Analysis,PG3500,Departmental research
25329,Art Purchase Fund - Trustees,Gift,GF25329,Art Purchase Fund - Trustees,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC72210,Art Collection Department,PG6005,Institutional Support
25331,GPIA Discretionary Fund NSGS,Gift,GF25331,GPIA Discretionary Fund NSGS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15480,International Affairs Administration,PG3700,Academic Support
25335,Centurian Award PS,Gift,GF25335,Centurian Award PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10060,Development PS,PG6005,Institutional Support
25336,Schober Lab Dept of Psych NSSR,Gift,GF25336,Schober Lab Dept of Psych NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20406,Psychology NSSR,null, 
25341,Design Marketing PS,Gift,GF25341,Design Marketing PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25343,Illustration Restricted PS,Gift,GF25343,Illustration Restricted PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25344,SCE Discretionary PS,Gift,GF25344,SCE Discretionary PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10520,School of Constructed Environments: Program Admin Budget,PG3008,Instruction
25347,Fashion Design Restricted PS,Gift,GF25347,Fashion Design Restricted PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25348,AMT Restricted PS,Gift,GF25348,AMT Restricted PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10500,School Art; Media & Tech: Program Admin Budget,PG3008,Instruction
25349,Photography Restricted PS,Gift,GF25349,Photography Restricted PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25351,Fine Arts Discretionary PS,Gift,GF25351,Fine Arts Discretionary PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10205,Fine Arts PS BFA,PG3008,Instruction
25352,Philosophy Department NSSR,Gift,GF25352,Philosophy Department NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25353,Social Research Conferences NSSR,Gift,GF25353,Social Research Conferences NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25357,Sandor Ferenzci Center_NSSR,Gift,GF25357,Sandor Ferenzci Center_NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20406,Psychology NSSR,null, 
25358,Operating Fund JDP NSSR,Gift,GF25358,Operating Fund JDP NSSR,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC20800,Journal Donation Project,PG3008,Instruction
25360,IRP Restricted Fund NSGS,Gift,GF25360,IRP Restricted Fund NSGS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25361,School of Media Studies Fund_NSPE,Gift,GF25361,School of Media Studies Fund_NSPE,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15430,Dean's Office - Media Studies,PG3700,Academic Support
25362,MFA Writing Small Gifts NSGS,Gift,GF25362,MFA Writing Small Gifts NSGS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25364,Nonprofit Management Restricted MM,Gift,GF25364,Nonprofit Management Restricted MM,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25366,Prvt Grnt Indirect Cst Recovery MM,Grant,GR25366,Prvt Grnt Indirect Cst Recovery MM,FN01,Unrestricted operating fund,FN04,Indirect cost recovery,CC15204,HAL Cost Share,PG3008,Instruction
25368,Milano New Initiatives MM,Gift,GF25368,Milano New Initiatives MM,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25370,Discretionary Prog Fund MA,Gift,GF25370,Discretionary Prog Fund MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25371,Discretionary Prep Fund MA,Gift,GF25371,Discretionary Prep Fund MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25372,Discretionary Faculty Fund MA,Gift,GF25372,Discretionary Faculty Fund MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25374,Social Research Misc Other Grant,Gift,GF25374,Social Research Misc Other Grant,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25375,FS TR gift transfer,Gift,GF25375,FS TR gift transfer,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25379,Frank and Helen Hermann Schol MA,Gift,GF25379,Frank and Helen Hermann Schol MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
25380,Paul H Douglas Lecture NSSR,Gift,GF25380,Paul H Douglas Lecture NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20001,Dean's Office NSSR,null, 
25381,Vera List Center NSGS,Gift,GF25381,Vera List Center NSGS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15730,Vera List Center,PG3008,Instruction
25383,Dean's Discretionary NSSR TR,Gift,GF25383,Dean's Discretionary NSSR TR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25384,Dean's Discretionary LC TR,Gift,GF25384,Dean's Discretionary LC TR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25386,Dean's Discretionary NSGS TR,Gift,GF25386,Dean's Discretionary NSGS TR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25387,Dean's Discretionary PS TR,Gift,GF25387,Dean's Discretionary PS TR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25389,B & I Schwartz Merit Scholarship LC,Gift,GF25389,B & I Schwartz Merit Scholarship LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,null, 
25391,Women in Philosophy NSSR,Gift,GF25391,Women in Philosophy NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20404,Philosophy NSSR,null, 
25392,UC Scholarship Balt & Lousiana MM,Gift,GF25392,UC Scholarship Balt & Lousiana MM,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40400,Milano Campus Revenue,null, 
25393,UC Scholarship MM,Gift,GF25393,UC Scholarship MM,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40001,Dean's Office - Milano,null, 
25394,Lang College Scholarship Fund LC,Gift,GF25394,Lang College Scholarship Fund LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,null, 
25395,Jazz Israeli Student Schol Fund JZ,Gift,GF25395,Jazz Israeli Student Schol Fund JZ,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC55200,Program Administration - Jazz,null, 
25400,Wolfson Center,Gift,GF25400,Wolfson Center,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,PG3008,Instruction
25404,Homer & Constance Mensch Schol MA,Gift,GF25404,Homer & Constance Mensch Schol MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
25406,Landsberg Scholarship MA Prep,Gift,GF25406,Landsberg Scholarship MA Prep,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45800,Administrative Office - Mannes Prep Division,PG3700,Academic Support
25408,Observatory on Latin America NSGS,Gift,GF25408,Observatory on Latin America NSGS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15481,International Affairs Curriculum,PG3850,Sponsored Research & Programs
25409,Cory Booker Scholarship Fund MM,Gift,GF25409,Cory Booker Scholarship Fund MM,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40400,Milano Campus Revenue,null, 
25412,Int'l Field Program Fellow NSGS,Gift,GF25412,Int'l Field Program Fellow NSGS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15481,International Affairs Curriculum,PG3850,Sponsored Research & Programs
25413,Schonberg Pianist Scholarship MA,Gift,GF25413,Schonberg Pianist Scholarship MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
25418,Schneider Centenary Support MA,Gift,GF25418,Schneider Centenary Support MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45390,New School Concerts,PG3008,Instruction
25419,Arnhold Endangered Scholars NSSR,Gift,GF25419,Arnhold Endangered Scholars NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20001,Dean's Office NSSR,PG3700,Academic Support
25422,Urban Dev Speakers Edison Prop MM,Gift,GF25422,Urban Dev Speakers Edison Prop MM,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40802,Center for New York City Affairs,PG3008,Instruction
25424,Tides Social Psychology Lab NSSR,Gift,GF25424,Tides Social Psychology Lab NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20406,Psychology NSSR,PG3850,Sponsored Research & Programs
25426,R J Milano Scholars & Lectures MM,Gift,GF25426,R J Milano Scholars & Lectures MM,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40001,Dean's Office - Milano,null, 
25427,Gallen/Allard Scholars & Interns PS,Gift,GF25427,Gallen/Allard Scholars & Interns PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10402,Information Design PS MFA,null, 
25432,Schwartz Ctr Eco Policy Analysis SR,Gift,GF25432,Schwartz Ctr Eco Policy Analysis SR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20500,Center for Economic Policy Analysis,PG3008,Instruction
25433,Theresa Lang Scholarship Fund_LC,Gift,GF25433,Theresa Lang Scholarship Fund_LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25060,Development LC,null, 
25435,Von Furstenberg Design Scholars PS,Gift,GF25435,Von Furstenberg Design Scholars PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10204,Fashion Design PS BFA,PG3700,Academic Support
25437,Makiko Yamamoto Scholars PS,Gift,GF25437,Makiko Yamamoto Scholars PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10204,Fashion Design PS BFA,null, 
25438,Steinberg Playwriting Fellows DR,Gift,GF25438,Steinberg Playwriting Fellows DR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC50403,Graduate Playwriting Technique - Drama,PG3700,Academic Support
25439,James Love Scholarship Accumu DR,Gift,GF25439,James Love Scholarship Accumu DR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC50400,Graduate Program Administration - Drama,null, 
25441,Jamie D Drake Scholarship - PS,Gift,GF25441,Jamie D Drake Scholarship - PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10201,Architectural Design PS BFA,PG3008,Instruction
25442,Mario Buatta Scholarship Fund - PS,Gift,GF25442,Mario Buatta Scholarship Fund - PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10201,Architectural Design PS BFA,PG3008,Instruction
25443,Univ Exile 75th Anniv Berlin C_NSSR,Gift,GF25443,Univ Exile 75th Anniv Berlin C_NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20001,Dean's Office NSSR,PG3700,Academic Support
25444,Victoria Hagan Scholarship Fund PS,Gift,GF25444,Victoria Hagan Scholarship Fund PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10209,Interior Design PS BFA,PG3008,Instruction
25445,J Lowell Groves Scholarship_PS,Gift,GF25445,J Lowell Groves Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
25446,Education Studies Gifts_LC,Gift,GF25446,Education Studies Gifts_LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25261,Education Studies LC,PG3008,Instruction
25447,Under Grad International Studies,Gift,GF25447,Under Grad International Studies,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC72200,Provost's Office,PG6005,Institutional Support
25448,Diversity Scholarship Initiative_PS,Gift,GF25448,Diversity Scholarship Initiative_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
25450,Fellowship Grants_LC,Gift,GF25450,Fellowship Grants_LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25021,Faculty Research Fund - Lang ,PG3850,Sponsored Research & Programs
25452,Anna Toonk Scholarship_PS,Gift,GF25452,Anna Toonk Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3802,Student Services
25453,Luxury Education Fdn Scholarship_PS,Gift,GF25453,Luxury Education Fdn Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
25454,HEADSPACE Scent Conf_IFF_Coty_PS,Gift,GF25454,HEADSPACE Scent Conf_IFF_Coty_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10001,Dean's Office PS,PG3700,Academic Support
25455,Clement Meadmore Scholars Fund_JZ,Gift,GF25455,Clement Meadmore Scholars Fund_JZ,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC55200,Program Administration - Jazz,null, 
25457,LF USA Scholarship_PS,Gift,GF25457,LF USA Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10204,Fashion Design PS BFA,null, 
25458,LF USA Parsons Scholars Fund,Gift,GF25458,LF USA Parsons Scholars Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10630,SPACE: Program Admin Budget,null, 
25459,Carol Breckenridge Memorial Lecture,Gift,GF25459,Carol Breckenridge Memorial Lecture,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20001,Dean's Office NSSR,PG3700,Academic Support
25461,M Kalil Collection @ Kellen Archive,Gift,GF25461,M Kalil Collection @ Kellen Archive,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC72211,null,PG3700,Academic Support
25464,La Guardia Special Event Exp 2014,Gift,GF25464,La Guardia Special Event Exp 2014,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,PG6005,Institutional Support
25465,Uniwide Misc Scholarship Fund,Gift,GF25465,Uniwide Misc Scholarship Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC88201,Uniwide Misc,null, 
25467,Nicole John Scholarship Fund_PS,Gift,GF25467,Nicole John Scholarship Fund_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
25468,H Taylor & Modes Iles Scholar_PS,Gift,GF25468,H Taylor & Modes Iles Scholar_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10690,NY Summer Program PS,PG3008,Instruction
25469,Solar Decathlon_PS,Gift,GF25469,Solar Decathlon_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10520,School of Constructed Environments: Program Admin Budget,PG3700,Academic Support
25470,Paul Ryan Rudd Scholarship Fund_DR,Gift,GF25470,Paul Ryan Rudd Scholarship Fund_DR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC50400,Graduate Program Administration - Drama,null, 
25476,Divisional Civic Engagement Fund_GS,Gift,GF25476,Divisional Civic Engagement Fund_GS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15001,Dean's Office - Executive,PG3700,Academic Support
